student_id,pattern_label,pattern_reason
pjxyqwbj632,运动薄弱型,运动维度风险最高，核心特征集中在 pe_unique_course。
pjxrqxbj957,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqxbj399,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 absent_rate。
pjxyqxbl830,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxyqxbl723,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 semester。
pjxuqwbj606,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqxbk631,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 absent_rate。
pjxyqxbk839,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 absent_rate。
pjxuqwbj631,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbk777,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 absent_rate。
pjxyqwbj288,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 absent_rate。
pjxyqxbk079,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj831,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxpqxbj920,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 absent_rate。
pjxyqwbj888,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 year_start。
pjxyqxbl716,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 term_order。
pjxyqxbl763,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 absent_rate。
pjxqqxbj961,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqxbk644,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj380,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 absent_rate。
pjxyqxbl678,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 semester。
pjxyqxbk080,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 absent_rate。
pjxyqxbl796,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj586,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbl828,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqxbk500,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 semester。
pjxyqxbj710,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbj159,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqxbj162,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 absent_rate。
pjxyqwbj579,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 absent_rate。
pjwrqxbj911,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjwrqxbj916,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjwrqxbj949,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjwrqxbj951,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjwrqxbj985,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjwrqxbj993,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjwtqxbj922,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjwtqxbj925,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjwtqxbj935,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjwtqxbj954,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjwtqxbj974,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjwtqxbj998,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxpqxbj925,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxpqxbj932,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxpqxbj941,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxpqxbj962,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxpqxbj963,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxpqxbj981,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxqqxbj951,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxqqxbj954,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxqqxbj969,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxqqxbj970,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxqqxbj975,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxqqxbj977,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxqqxbj981,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxqqxbj983,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxqqxbj986,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxqqxbj989,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxqqxbj991,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxqqxbj997,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxqzxbj980,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxqzxbj984,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxqzxbj985,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxqzxbj989,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxqzxbj994,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxqzxbj996,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj894,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj898,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj901,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj908,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxrqxbj909,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj911,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxrqxbj918,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj928,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxrqxbj930,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj937,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxrqxbj939,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj942,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxrqxbj944,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxrqxbj951,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj952,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj954,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj958,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj961,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj969,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj971,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj972,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj978,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj983,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxrqxbj994,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj778,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxsqxbj800,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj807,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj808,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj810,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxsqxbj811,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj867,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj872,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj877,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj882,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj884,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj888,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj894,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxsqxbj900,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj912,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj925,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj927,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj932,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxsqxbj934,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj940,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxsqxbj953,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj957,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxsqxbj965,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj980,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj986,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxsqxbj994,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj463,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj499,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj519,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj547,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj552,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxuqwbj572,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj581,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxuqwbj582,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj583,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxuqwbj600,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxuqwbj615,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxuqwbj624,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj633,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxuqwbj641,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj642,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj691,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj738,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj748,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj751,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj758,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj760,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj761,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj773,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj774,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj787,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxuqwbj812,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj814,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj829,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj833,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxuqwbj840,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxuqwbj857,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj876,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj881,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj904,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj915,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxuqwbj944,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj947,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj967,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj976,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxuqwbj985,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuqwbj996,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxuzvbj991,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxuzxbj997,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxwxxbj928,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxwxxbj945,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxwxxbj946,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxwxxbj981,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxwzxbj986,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxwzxbj997,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxxxxbj922,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxxxxbj942,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxxxxbj957,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxxxxbj980,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxxxxbj988,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxxztbj990,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxxztbj998,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxxzxkj998,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj004,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj015,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj073,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj146,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj221,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxyqwbj249,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj255,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj282,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj301,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxyqwbj302,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj311,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj318,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj333,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxyqwbj366,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj395,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj398,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxyqwbj410,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj433,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj435,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxyqwbj437,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj476,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj479,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj497,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj518,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj524,生活失衡型,生活维度风险最高，且 SHAP 特征表现出作息、上网或消费等生活失衡迹象。
pjxyqwbj534,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj535,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj538,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
pjxyqwbj557,生活失衡型,生活维度风险最高，生活行为特征集中在 club_active_flag。
