student_id,pattern_label,pattern_reason
pjxyqxbj327,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk505,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbj015,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbj545,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj007,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxxxxbj963,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj253,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk419,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj664,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjwtqxbj942,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbj469,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxuqwbj806,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxsqxbj864,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbk622,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxxztbj995,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 学习行为。
pjxuqwbj489,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbk859,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxuqwbj988,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbl712,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk501,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk370,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj941,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbj827,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbk922,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk911,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj248,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj193,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbj312,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxtztbj985,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 学习行为。
pjxyqwbj305,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk445,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxpqxbj946,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj579,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj262,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxuqwbj474,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbl745,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj090,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj710,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbj896,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj112,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk158,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbl808,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj688,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj737,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj344,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxuqwbj985,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj086,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxpqxbj963,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj842,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk228,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj525,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxrqxbj963,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbk559,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj621,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj237,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxsqxbj962,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbj250,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 学习行为。
pjxrqxbj962,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxpqxbj944,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk243,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbj653,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxuqwbj783,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjwrqxbj890,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk195,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 学习行为。
pjxyqxbj290,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbj261,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbj337,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbl684,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbl797,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbk603,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbl910,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbl847,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk950,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk024,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk319,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbk700,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbk736,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk065,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk760,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj219,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbj241,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj485,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk317,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbk991,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj054,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk329,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbj433,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbj207,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbj935,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbj818,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk458,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbk807,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbj521,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbj540,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk705,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbl929,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj100,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxpqxbj977,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj154,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj192,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj464,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj985,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk076,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk486,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxsqxbj906,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk578,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbl896,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 学习行为。
pjxyqxbj096,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbk720,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxqzxbj975,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj741,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbk666,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk980,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxsqxbj876,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk655,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj695,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk816,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxsqxbj944,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk019,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbj570,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbl866,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbj113,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj129,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj293,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxsqxbj829,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk606,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk791,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbj119,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 学习行为。
pjxuqwbj800,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk398,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk662,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjwtqxbj914,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk621,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbj419,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk965,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk101,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbj012,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk865,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj640,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk000,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk391,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxqqxbj985,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxuqwbj784,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbj947,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjwuzxbj992,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk415,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk626,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxqzxbj983,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxuqwbj573,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbj950,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk414,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbl673,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxrqxbj903,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk378,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbk756,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxtztbj986,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 学习行为。
pjxyqwbj190,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj336,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj857,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbk931,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj117,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbj884,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj944,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxpqxbj994,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk339,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk551,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj732,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj089,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbj470,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxwzxfj991,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 学习行为。
pjxyqwbk928,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxqqxbj957,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxvzxbj996,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbk615,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbj599,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxqqxbj974,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj109,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxwxxbj899,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxuqwbj605,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj946,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjwrqxbj911,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk107,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxuqwbj986,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk894,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxqqxbj959,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxuqwbj845,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj594,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbk936,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxpqxbj915,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbk721,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk630,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxuqwbj898,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj884,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxuqwbj500,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbj032,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbk544,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbl737,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk839,学习主导风险型,学习风险高于生活与运动，关键行为特征集中在 学习行为。
pjxyqwbj646,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj478,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbj658,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxuqwbj552,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj367,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbk761,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbj151,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxuqwbj663,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxuqwbj837,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbk537,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj742,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxrqxbj957,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbk536,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbj146,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj088,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk853,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxwxxbj970,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxxxxbj986,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqwbj468,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbj527,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxuqwbj714,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk794,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxyqxbj253,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj368,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
pjxuqwbj610,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqwbj838,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。
pjxyqxbk935,多维叠加高风险型,至少两个维度风险同时偏高，且综合风险进入高位区间。
