student_id,risk_level,dominant_dimension,pattern_label,profile_text
pjxyqwbj825,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbj718,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxqzxbj967,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbk686,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbk685,高风险,学习,学习主导风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于学习主导风险型。建议优先从提示干预入手。
pjxyqwbj288,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbl755,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj397,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxwxxbj963,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbj048,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxuqwbj861,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj542,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbk257,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj659,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxuqwbj974,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxuqwbj497,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj149,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxuqwbj955,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbj347,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxrqxbj905,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbk723,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbk799,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbk746,高风险,学习,学习主导风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于学习主导风险型。建议优先从提示干预入手。
pjxyqxbj710,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbk511,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbl713,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxuqwbj799,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj913,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxuqwbj701,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxrqxbj916,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj876,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbl746,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxrqxbj914,高风险,学习,学习主导风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于学习主导风险型。建议优先从提示干预入手。
pjxyqxbk468,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbl723,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxsqxbj823,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxuqwbj695,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj986,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxsqxbj751,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbk724,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj924,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxqzxbj982,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbk777,高风险,学习,学习主导风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于学习主导风险型。建议优先从提示干预入手。
pjxyqwbj692,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbk504,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbk920,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbk896,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxuqwbj589,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbl703,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxuqwbj772,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbk261,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbl980,高风险,运动,多维叠加高风险型,该学生综合风险为高风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj059,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbj743,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbk895,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbk825,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxsqxbj921,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbj642,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
200307700011,高风险,学习,学习主导风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于学习主导风险型。建议优先从提示干预入手。
pjxyqxbj054,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj971,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj625,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbj980,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjwrqxbj998,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxuqwbj558,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxwxxbj924,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbl789,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxuqwbj492,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj585,高风险,运动,多维叠加高风险型,该学生综合风险为高风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxpqxbj930,高风险,运动,多维叠加高风险型,该学生综合风险为高风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbk510,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbl839,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbj327,高风险,运动,多维叠加高风险型,该学生综合风险为高风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbk505,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbj015,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbj545,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj007,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxxxxbj963,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj253,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbk419,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj664,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjwtqxbj942,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbj469,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxuqwbj806,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxsqxbj864,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbk622,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxxztbj995,高风险,学习,学习主导风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于学习主导风险型。建议优先从提示干预入手。
pjxuqwbj489,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbk859,高风险,运动,多维叠加高风险型,该学生综合风险为高风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxuqwbj988,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbl712,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbk501,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbk370,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj941,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbj827,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbk922,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbk911,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj248,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj193,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbj312,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxtztbj985,高风险,学习,学习主导风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于学习主导风险型。建议优先从提示干预入手。
pjxyqwbj305,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbk445,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxpqxbj946,高风险,学习,多维叠加高风险型,该学生综合风险为高风险，主要由学习维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj579,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqwbj262,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxuqwbj474,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
pjxyqxbl745,高风险,生活,多维叠加高风险型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于多维叠加高风险型。建议优先从提示干预入手。
